id,name,lastname,dept,salary,age,titleId
1315,Luna,Lovegood,2,13000,26,3
1316,Peter,Pettigrew,3,10000,23,4
1317,Sam,Fisher,1,20000,25,1
1318,Ryan,Reynolds,1,40000,24,2
1319,Tex,Luthor,1,12000,25,3
1320,Luna,Lovegood,2,13000,26,4
1321,Peter,Pettigrew,1,12000,25,1
1322,Sam,Fisher,2,13000,26,2
1323,Ryan,Reynolds,3,10000,23,3
1324,Tex,Luthor,1,20000,25,4
1325,Luna,Lovegood,1,40000,24,1
1326,Peter,Pettigrew,1,12000,25,2
1327,Sam,Fisher,2,13000,26,3
1328,Ryan,Reynolds,3,10000,23,4
1329,Tex,Luthor,1,20000,25,1
1330,Luna,Lovegood,1,40000,24,2
1331,Peter,Pettigrew,1,12000,25,3
1332,Sam,Fisher,2,13000,26,4
1333,Ryan,Reynolds,1,12000,25,1
1334,Tex,Luthor,2,13000,26,2
1335,Luna,Lovegood,3,10000,23,3
1336,Peter,Pettigrew,1,20000,25,4
1337,Sam,Fisher,1,40000,24,1
1338,Ryan,Reynolds,1,12000,25,2
1339,Tex,Luthor,2,13000,26,3
1340,Luna,Lovegood,3,10000,23,4
1341,Peter,Pettigrew,1,20000,25,1
1342,Sam,Fisher,1,40000,24,2
1343,Ryan,Reynolds,1,12000,25,3
1344,Tex,Luthor,2,13000,26,4
1345,Luna,Lovegood,1,12000,25,1
1346,Peter,Pettigrew,2,13000,26,2
1347,Sam,Fisher,3,10000,23,3
1348,Ryan,Reynolds,1,20000,25,4
1349,Tex,Luthor,1,40000,24,1
1350,Luna,Lovegood,1,12000,25,2
1351,Peter,Pettigrew,2,13000,26,3
1352,Sam,Fisher,3,10000,23,4
1353,Ryan,Reynolds,1,20000,25,1
1354,Tex,Luthor,1,40000,24,2
1355,Luna,Lovegood,1,12000,25,3
1356,Peter,Pettigrew,2,13000,26,4
1357,Sam,Fisher,1,12000,25,1
1358,Ryan,Reynolds,2,13000,26,2
1359,Tex,Luthor,3,10000,23,3
1360,Luna,Lovegood,1,20000,25,4
1361,Peter,Pettigrew,1,40000,24,1
1362,Sam,Fisher,1,12000,25,2
1363,Ryan,Reynolds,2,13000,26,3
1364,Tex,Luthor,3,10000,23,4
1365,Luna,Lovegood,1,20000,25,1
1366,Peter,Pettigrew,1,40000,24,2
1367,Sam,Fisher,1,12000,25,3
1368,Ryan,Reynolds,2,13000,26,4
1369,Tex,Luthor,1,12000,25,1
1370,Luna,Lovegood,2,13000,26,2
1371,Peter,Pettigrew,3,10000,23,3
1372,Sam,Fisher,1,20000,25,4
1373,Ryan,Reynolds,1,40000,24,1
1374,Tex,Luthor,1,12000,25,2
1375,Luna,Lovegood,2,13000,26,3
1376,Peter,Pettigrew,3,10000,23,4
1377,Sam,Fisher,1,20000,25,1
1378,Ryan,Reynolds,1,40000,24,2
1379,Tex,Luthor,1,12000,25,3
1380,Luna,Lovegood,2,13000,26,4
1381,Peter,Pettigrew,1,12000,25,1
1382,Sam,Fisher,2,13000,26,2
1383,Ryan,Reynolds,3,10000,23,3
1384,Tex,Luthor,1,20000,25,4
1385,Luna,Lovegood,1,40000,24,1
1386,Peter,Pettigrew,1,12000,25,2
1387,Sam,Fisher,2,13000,26,3
1388,Ryan,Reynolds,3,10000,23,4
1389,Tex,Luthor,1,20000,25,1
1390,Luna,Lovegood,1,40000,24,2
1391,Peter,Pettigrew,1,12000,25,3
1392,Sam,Fisher,2,13000,26,4
1393,Ryan,Reynolds,1,12000,25,1
1394,Tex,Luthor,2,13000,26,2
1395,Luna,Lovegood,3,10000,23,3
1396,Peter,Pettigrew,1,20000,25,4
1397,Sam,Fisher,1,40000,24,1
1398,Ryan,Reynolds,1,12000,25,2
1399,Tex,Luthor,2,13000,26,3
1400,Luna,Lovegood,3,10000,23,4
1401,Peter,Pettigrew,1,20000,25,1
1402,Sam,Fisher,1,40000,24,2
1403,Ryan,Reynolds,1,12000,25,3
1404,Tex,Luthor,2,13000,26,4
1405,Luna,Lovegood,1,12000,25,1
1406,Peter,Pettigrew,2,13000,26,2
1407,Sam,Fisher,3,10000,23,3
1408,Ryan,Reynolds,1,20000,25,4
1409,Tex,Luthor,1,40000,24,1
1410,Luna,Lovegood,1,12000,25,2
1411,Peter,Pettigrew,2,13000,26,3
1412,Sam,Fisher,3,10000,23,4
1413,Ryan,Reynolds,1,20000,25,1
1414,Tex,Luthor,1,40000,24,2
1415,Luna,Lovegood,1,12000,25,3
1416,Peter,Pettigrew,2,13000,26,4
1417,Sam,Fisher,1,12000,25,1
1418,Ryan,Reynolds,2,13000,26,2
1419,Tex,Luthor,3,10000,23,3
1420,Luna,Lovegood,1,20000,25,4
1421,Peter,Pettigrew,1,40000,24,1
1422,Sam,Fisher,1,12000,25,2
1423,Ryan,Reynolds,2,13000,26,3
1424,Tex,Luthor,3,10000,23,4
1425,Luna,Lovegood,1,20000,25,1
1426,Peter,Pettigrew,1,40000,24,2
1427,Sam,Fisher,1,12000,25,3
1428,Ryan,Reynolds,2,13000,26,4
1429,Tex,Luthor,1,12000,25,1
1430,Luna,Lovegood,2,13000,26,2
1431,Peter,Pettigrew,3,10000,23,3
1432,Sam,Fisher,1,20000,25,4
1433,Ryan,Reynolds,1,40000,24,1
1434,Tex,Luthor,1,12000,25,2
1435,Luna,Lovegood,2,13000,26,3
1436,Peter,Pettigrew,3,10000,23,4
1437,Sam,Fisher,1,20000,25,1
1438,Ryan,Reynolds,1,40000,24,2
1439,Tex,Luthor,1,12000,25,3
1440,Luna,Lovegood,2,13000,26,4
1441,Peter,Pettigrew,1,12000,25,1
1442,Sam,Fisher,2,13000,26,2
1443,Ryan,Reynolds,3,10000,23,3
1444,Tex,Luthor,1,20000,25,4
1445,Luna,Lovegood,1,40000,24,1
1446,Peter,Pettigrew,1,12000,25,2
1447,Sam,Fisher,2,13000,26,3
1448,Ryan,Reynolds,3,10000,23,4
1449,Tex,Luthor,1,20000,25,1
1450,Luna,Lovegood,1,40000,24,2
1451,Peter,Pettigrew,1,12000,25,3
1452,Sam,Fisher,2,13000,26,4
1453,Ryan,Reynolds,1,12000,25,1
1454,Tex,Luthor,2,13000,26,2
1455,Luna,Lovegood,3,10000,23,3
1456,Peter,Pettigrew,1,20000,25,4
1457,Sam,Fisher,1,40000,24,1
1458,Ryan,Reynolds,1,12000,25,2
1459,Tex,Luthor,2,13000,26,3
1460,Luna,Lovegood,3,10000,23,4
1461,Peter,Pettigrew,1,20000,25,1
1462,Sam,Fisher,1,40000,24,2
1463,Ryan,Reynolds,1,12000,25,3
1464,Tex,Luthor,2,13000,26,4
1465,Luna,Lovegood,1,12000,25,1
1466,Peter,Pettigrew,2,13000,26,2
1467,Sam,Fisher,3,10000,23,3
1468,Ryan,Reynolds,1,20000,25,4
1469,Tex,Luthor,1,40000,24,1
1470,Luna,Lovegood,1,12000,25,2
1471,Peter,Pettigrew,2,13000,26,3
1472,Sam,Fisher,3,10000,23,4
1473,Ryan,Reynolds,1,20000,25,1
1474,Tex,Luthor,1,40000,24,2
1475,Luna,Lovegood,1,12000,25,3
1476,Peter,Pettigrew,2,13000,26,4
1477,Sam,Fisher,1,12000,25,1
1478,Ryan,Reynolds,2,13000,26,2
1479,Tex,Luthor,3,10000,23,3
1480,Luna,Lovegood,1,20000,25,4
1481,Peter,Pettigrew,1,40000,24,1
1482,Sam,Fisher,1,12000,25,2
1483,Ryan,Reynolds,2,13000,26,3
1484,Tex,Luthor,3,10000,23,4
1485,Luna,Lovegood,1,20000,25,1
1486,Peter,Pettigrew,1,40000,24,2
1487,Sam,Fisher,1,12000,25,3
1488,Ryan,Reynolds,2,13000,26,4
1489,Tex,Luthor,1,12000,25,1
1490,Luna,Lovegood,2,13000,26,2
1491,Peter,Pettigrew,3,10000,23,3
1492,Sam,Fisher,1,20000,25,4
1493,Ryan,Reynolds,1,40000,24,1
1494,Tex,Luthor,1,12000,25,2
1495,Luna,Lovegood,2,13000,26,3
1496,Peter,Pettigrew,3,10000,23,4
1497,Sam,Fisher,1,20000,25,1
1498,Ryan,Reynolds,1,40000,24,2
1499,Tex,Luthor,1,12000,25,3
1500,Luna,Lovegood,2,13000,26,4
1501,Peter,Pettigrew,1,12000,25,1
1502,Sam,Fisher,2,13000,26,2
1503,Ryan,Reynolds,3,10000,23,3
1504,Tex,Luthor,1,20000,25,4
1505,Luna,Lovegood,1,40000,24,1
1506,Peter,Pettigrew,1,12000,25,2
1507,Sam,Fisher,2,13000,26,3
1508,Ryan,Reynolds,3,10000,23,4
1509,Tex,Luthor,1,20000,25,1
1510,Luna,Lovegood,1,40000,24,2
1511,Peter,Pettigrew,1,12000,25,3
1512,Sam,Fisher,2,13000,26,4
1513,Ryan,Reynolds,1,12000,25,1
1514,Tex,Luthor,2,13000,26,2
1515,Luna,Lovegood,3,10000,23,3
1516,Peter,Pettigrew,1,20000,25,4
1517,Sam,Fisher,1,40000,24,1
1518,Ryan,Reynolds,1,12000,25,2
1519,Tex,Luthor,2,13000,26,3
1520,Luna,Lovegood,3,10000,23,4
1521,Peter,Pettigrew,1,20000,25,1
1522,Sam,Fisher,1,40000,24,2
1523,Ryan,Reynolds,1,12000,25,3
1524,Tex,Luthor,2,13000,26,4
1525,Luna,Lovegood,1,12000,25,1
1526,Peter,Pettigrew,2,13000,26,2
1527,Sam,Fisher,3,10000,23,3
1528,Ryan,Reynolds,1,20000,25,4
1529,Tex,Luthor,1,40000,24,1
1530,Luna,Lovegood,1,12000,25,2
1531,Peter,Pettigrew,2,13000,26,3
1532,Sam,Fisher,3,10000,23,4
1533,Ryan,Reynolds,1,20000,25,1
1534,Tex,Luthor,1,40000,24,2
1535,Luna,Lovegood,1,12000,25,3
1536,Peter,Pettigrew,2,13000,26,4
1537,Sam,Fisher,1,12000,25,1
1538,Ryan,Reynolds,2,13000,26,2
1539,Tex,Luthor,3,10000,23,3
1540,Luna,Lovegood,1,20000,25,4
1541,Peter,Pettigrew,1,40000,24,1
1542,Sam,Fisher,1,12000,25,2
1543,Ryan,Reynolds,2,13000,26,3
1544,Tex,Luthor,3,10000,23,4
1545,Luna,Lovegood,1,20000,25,1
1546,Peter,Pettigrew,1,40000,24,2
1547,Sam,Fisher,1,12000,25,3
1548,Ryan,Reynolds,2,13000,26,4
1549,Tex,Luthor,1,12000,25,1
1550,Luna,Lovegood,2,13000,26,2
1551,Peter,Pettigrew,3,10000,23,3
1552,Sam,Fisher,1,20000,25,4
1553,Ryan,Reynolds,1,40000,24,1
1554,Tex,Luthor,1,12000,25,2
1555,Luna,Lovegood,2,13000,26,3
1556,Peter,Pettigrew,3,10000,23,4
1557,Sam,Fisher,1,20000,25,1
1558,Ryan,Reynolds,1,40000,24,2
1559,Tex,Luthor,1,12000,25,3
1560,Luna,Lovegood,2,13000,26,4
1561,Peter,Pettigrew,1,12000,25,1
1562,Sam,Fisher,2,13000,26,2
1563,Ryan,Reynolds,3,10000,23,3
1564,Tex,Luthor,1,20000,25,4
1565,Luna,Lovegood,1,40000,24,1
1566,Peter,Pettigrew,1,12000,25,2
1567,Sam,Fisher,2,13000,26,3
1568,Ryan,Reynolds,3,10000,23,4
1569,Tex,Luthor,1,20000,25,1
1570,Luna,Lovegood,1,40000,24,2
1571,Peter,Pettigrew,1,12000,25,3
1572,Sam,Fisher,2,13000,26,4
1573,Ryan,Reynolds,1,12000,25,1
1574,Tex,Luthor,2,13000,26,2
1575,Luna,Lovegood,3,10000,23,3
1576,Peter,Pettigrew,1,20000,25,4
1577,Sam,Fisher,1,40000,24,1
1578,Ryan,Reynolds,1,12000,25,2
1579,Tex,Luthor,2,13000,26,3
1580,Luna,Lovegood,3,10000,23,4
1581,Peter,Pettigrew,1,20000,25,1
1582,Sam,Fisher,1,40000,24,2
1583,Ryan,Reynolds,1,12000,25,3
1584,Tex,Luthor,2,13000,26,4
1585,Luna,Lovegood,1,12000,25,1
1586,Peter,Pettigrew,2,13000,26,2
1587,Sam,Fisher,3,10000,23,3
1588,Ryan,Reynolds,1,20000,25,4
1589,Tex,Luthor,1,40000,24,1
1590,Luna,Lovegood,1,12000,25,2
1591,Peter,Pettigrew,2,13000,26,3
1592,Sam,Fisher,3,10000,23,4
1593,Ryan,Reynolds,1,20000,25,1
1594,Tex,Luthor,1,40000,24,2
1595,Luna,Lovegood,1,12000,25,3
1596,Peter,Pettigrew,2,13000,26,4
1597,Sam,Fisher,1,12000,25,1
1598,Ryan,Reynolds,2,13000,26,2
1599,Tex,Luthor,3,10000,23,3
1600,Luna,Lovegood,1,20000,25,4
1601,Peter,Pettigrew,1,40000,24,1
1602,Sam,Fisher,1,12000,25,2
1603,Ryan,Reynolds,2,13000,26,3
1604,Tex,Luthor,3,10000,23,4
1605,Luna,Lovegood,1,20000,25,1
1606,Peter,Pettigrew,1,40000,24,2
1607,Sam,Fisher,1,12000,25,3
1608,Ryan,Reynolds,2,13000,26,4
1609,Tex,Luthor,1,12000,25,1
1610,Luna,Lovegood,2,13000,26,2
1611,Peter,Pettigrew,3,10000,23,3
1612,Sam,Fisher,1,20000,25,4
1613,Ryan,Reynolds,1,40000,24,1
1614,Tex,Luthor,1,12000,25,2
1615,Luna,Lovegood,2,13000,26,3
1616,Peter,Pettigrew,3,10000,23,4
1617,Sam,Fisher,1,20000,25,1
1618,Ryan,Reynolds,1,40000,24,2
1619,Tex,Luthor,1,12000,25,3
1620,Luna,Lovegood,2,13000,26,4
1621,Peter,Pettigrew,1,12000,25,1
1622,Sam,Fisher,2,13000,26,2
1623,Ryan,Reynolds,3,10000,23,3
1624,Tex,Luthor,1,20000,25,4
1625,Luna,Lovegood,1,40000,24,1
1626,Peter,Pettigrew,1,12000,25,2
1627,Sam,Fisher,2,13000,26,3
1628,Ryan,Reynolds,3,10000,23,4
1629,Tex,Luthor,1,20000,25,1
1630,Luna,Lovegood,1,40000,24,2
1631,Peter,Pettigrew,1,12000,25,3
1632,Sam,Fisher,2,13000,26,4
1633,Ryan,Reynolds,1,12000,25,1
1634,Tex,Luthor,2,13000,26,2
1635,Luna,Lovegood,3,10000,23,3
1636,Peter,Pettigrew,1,20000,25,4
1637,Sam,Fisher,1,40000,24,1
1638,Ryan,Reynolds,1,12000,25,2
1639,Tex,Luthor,2,13000,26,3
1640,Luna,Lovegood,3,10000,23,4
1641,Peter,Pettigrew,1,20000,25,1
1642,Sam,Fisher,1,40000,24,2
1643,Ryan,Reynolds,1,12000,25,3
1644,Tex,Luthor,2,13000,26,4
1645,Luna,Lovegood,1,12000,25,1
1646,Peter,Pettigrew,2,13000,26,2
1647,Sam,Fisher,3,10000,23,3
1648,Ryan,Reynolds,1,20000,25,4
1649,Tex,Luthor,1,40000,24,1
1650,Luna,Lovegood,1,12000,25,2
1651,Peter,Pettigrew,2,13000,26,3
1652,Sam,Fisher,3,10000,23,4
1653,Ryan,Reynolds,1,20000,25,1
1654,Tex,Luthor,1,40000,24,2
1655,Luna,Lovegood,1,12000,25,3
1656,Peter,Pettigrew,2,13000,26,4
1657,Sam,Fisher,1,12000,25,1
1658,Ryan,Reynolds,2,13000,26,2
1659,Tex,Luthor,3,10000,23,3
1660,Luna,Lovegood,1,20000,25,4
1661,Peter,Pettigrew,1,40000,24,1
1662,Sam,Fisher,1,12000,25,2
1663,Ryan,Reynolds,2,13000,26,3
1664,Tex,Luthor,3,10000,23,4
1665,Luna,Lovegood,1,20000,25,1
1666,Peter,Pettigrew,1,40000,24,2
1667,Sam,Fisher,1,12000,25,3
1668,Ryan,Reynolds,2,13000,26,4
1669,Tex,Luthor,1,12000,25,1
1670,Luna,Lovegood,2,13000,26,2
1671,Peter,Pettigrew,3,10000,23,3
1672,Sam,Fisher,1,20000,25,4
1673,Ryan,Reynolds,1,40000,24,1
1674,Tex,Luthor,1,12000,25,2
1675,Luna,Lovegood,2,13000,26,3
1676,Peter,Pettigrew,3,10000,23,4
1677,Sam,Fisher,1,20000,25,1
1678,Ryan,Reynolds,1,40000,24,2
1679,Tex,Luthor,1,12000,25,3
1680,Luna,Lovegood,2,13000,26,4
1681,Peter,Pettigrew,1,12000,25,1
1682,Sam,Fisher,2,13000,26,2
1683,Ryan,Reynolds,3,10000,23,3
1684,Tex,Luthor,1,20000,25,4
1685,Luna,Lovegood,1,40000,24,1
1686,Peter,Pettigrew,1,12000,25,2
1687,Sam,Fisher,2,13000,26,3
1688,Ryan,Reynolds,3,10000,23,4
1689,Tex,Luthor,1,20000,25,1
1690,Luna,Lovegood,1,40000,24,2
1691,Peter,Pettigrew,1,12000,25,3
1692,Sam,Fisher,2,13000,26,4
1693,Ryan,Reynolds,1,12000,25,1
1694,Tex,Luthor,2,13000,26,2
1695,Luna,Lovegood,3,10000,23,3
1696,Peter,Pettigrew,1,20000,25,4
1697,Sam,Fisher,1,40000,24,1
1698,Ryan,Reynolds,1,12000,25,2
1699,Tex,Luthor,2,13000,26,3
1700,Luna,Lovegood,3,10000,23,4
1701,Peter,Pettigrew,1,20000,25,1
1702,Sam,Fisher,1,40000,24,2
1703,Ryan,Reynolds,1,12000,25,3
1704,Tex,Luthor,2,13000,26,4
1705,Luna,Lovegood,1,12000,25,1
1706,Peter,Pettigrew,2,13000,26,2
1707,Sam,Fisher,3,10000,23,3
1708,Ryan,Reynolds,1,20000,25,4
1709,Tex,Luthor,1,40000,24,1
1710,Luna,Lovegood,1,12000,25,2
1711,Peter,Pettigrew,2,13000,26,3
1712,Sam,Fisher,3,10000,23,4
1713,Ryan,Reynolds,1,20000,25,1
1714,Tex,Luthor,1,40000,24,2
1715,Luna,Lovegood,1,12000,25,3
1716,Peter,Pettigrew,2,13000,26,4
1717,Sam,Fisher,1,12000,25,1
1718,Ryan,Reynolds,2,13000,26,2
1719,Tex,Luthor,3,10000,23,3
1720,Luna,Lovegood,1,20000,25,4
1721,Peter,Pettigrew,1,40000,24,1
1722,Sam,Fisher,1,12000,25,2
1723,Ryan,Reynolds,2,13000,26,3
1724,Tex,Luthor,3,10000,23,4
1725,Luna,Lovegood,1,20000,25,1
1726,Peter,Pettigrew,1,40000,24,2
1727,Sam,Fisher,1,12000,25,3
1728,Ryan,Reynolds,2,13000,26,4
1729,Tex,Luthor,1,12000,25,1
1730,Luna,Lovegood,2,13000,26,2
1731,Peter,Pettigrew,3,10000,23,3
1732,Sam,Fisher,1,20000,25,4
1733,Ryan,Reynolds,1,40000,24,1
1734,Tex,Luthor,1,12000,25,2
1735,Luna,Lovegood,2,13000,26,3
1736,Peter,Pettigrew,3,10000,23,4
1737,Sam,Fisher,1,20000,25,1
1738,Ryan,Reynolds,1,40000,24,2
1739,Tex,Luthor,1,12000,25,3
1740,Luna,Lovegood,2,13000,26,4
1741,Peter,Pettigrew,1,12000,25,1
1742,Sam,Fisher,2,13000,26,2
1743,Ryan,Reynolds,3,10000,23,3
1744,Tex,Luthor,1,20000,25,4
1745,Luna,Lovegood,1,40000,24,1
1746,Peter,Pettigrew,1,12000,25,2
1747,Sam,Fisher,2,13000,26,3
1748,Ryan,Reynolds,3,10000,23,4
1749,Tex,Luthor,1,20000,25,1
1750,Luna,Lovegood,1,40000,24,2
1751,Peter,Pettigrew,1,12000,25,3
1752,Sam,Fisher,2,13000,26,4
1753,Ryan,Reynolds,1,12000,25,1
1754,Tex,Luthor,2,13000,26,2
1755,Luna,Lovegood,3,10000,23,3
1756,Peter,Pettigrew,1,20000,25,4
1757,Sam,Fisher,1,40000,24,1
1758,Ryan,Reynolds,1,12000,25,2
1759,Tex,Luthor,2,13000,26,3
1760,Luna,Lovegood,3,10000,23,4
1761,Peter,Pettigrew,1,20000,25,1
1762,Sam,Fisher,1,40000,24,2
1763,Ryan,Reynolds,1,12000,25,3
1764,Tex,Luthor,2,13000,26,4
1765,Luna,Lovegood,1,12000,25,1
1766,Peter,Pettigrew,2,13000,26,2
1767,Sam,Fisher,3,10000,23,3
1768,Ryan,Reynolds,1,20000,25,4
1769,Tex,Luthor,1,40000,24,1
1770,Luna,Lovegood,1,12000,25,2
1771,Peter,Pettigrew,2,13000,26,3
1772,Sam,Fisher,3,10000,23,4
1773,Ryan,Reynolds,1,20000,25,1
1774,Tex,Luthor,1,40000,24,2
1775,Luna,Lovegood,1,12000,25,3
1776,Peter,Pettigrew,2,13000,26,4
1777,Sam,Fisher,1,12000,25,1
1778,Ryan,Reynolds,2,13000,26,2
1779,Tex,Luthor,3,10000,23,3
1780,Luna,Lovegood,1,20000,25,4
1781,Peter,Pettigrew,1,40000,24,1
1782,Sam,Fisher,1,12000,25,2
1783,Ryan,Reynolds,2,13000,26,3
1784,Tex,Luthor,3,10000,23,4
1785,Luna,Lovegood,1,20000,25,1
1786,Peter,Pettigrew,1,40000,24,2
1787,Sam,Fisher,1,12000,25,3
1788,Ryan,Reynolds,2,13000,26,4
1789,Tex,Luthor,1,12000,25,1
1790,Luna,Lovegood,2,13000,26,2
1791,Peter,Pettigrew,3,10000,23,3
1792,Sam,Fisher,1,20000,25,4
1793,Ryan,Reynolds,1,40000,24,1
1794,Tex,Luthor,1,12000,25,2
1795,Luna,Lovegood,2,13000,26,3
1796,Peter,Pettigrew,3,10000,23,4
1797,Sam,Fisher,1,20000,25,1
1798,Ryan,Reynolds,1,40000,24,2
1799,Tex,Luthor,1,12000,25,3
1800,Luna,Lovegood,2,13000,26,4
1801,Peter,Pettigrew,1,12000,25,1
1802,Sam,Fisher,2,13000,26,2
1803,Ryan,Reynolds,3,10000,23,3
1804,Tex,Luthor,1,20000,25,4
1805,Luna,Lovegood,1,40000,24,1
1806,Peter,Pettigrew,1,12000,25,2
1807,Sam,Fisher,2,13000,26,3
1808,Ryan,Reynolds,3,10000,23,4
1809,Tex,Luthor,1,20000,25,1
1810,Luna,Lovegood,1,40000,24,2
1811,Peter,Pettigrew,1,12000,25,3
1812,Sam,Fisher,2,13000,26,4
1813,Ryan,Reynolds,1,12000,25,1
1814,Tex,Luthor,2,13000,26,2
1815,Luna,Lovegood,3,10000,23,3
1816,Peter,Pettigrew,1,20000,25,4
1817,Sam,Fisher,1,40000,24,1
1818,Ryan,Reynolds,1,12000,25,2
1819,Tex,Luthor,2,13000,26,3
1820,Luna,Lovegood,3,10000,23,4
1821,Peter,Pettigrew,1,20000,25,1
1822,Sam,Fisher,1,40000,24,2
1823,Ryan,Reynolds,1,12000,25,3
1824,Tex,Luthor,2,13000,26,4
1825,Luna,Lovegood,1,12000,25,1
1826,Peter,Pettigrew,2,13000,26,2
1827,Sam,Fisher,3,10000,23,3
1828,Ryan,Reynolds,1,20000,25,4
1829,Tex,Luthor,1,40000,24,1
1830,Luna,Lovegood,1,12000,25,2
1831,Peter,Pettigrew,2,13000,26,3
1832,Sam,Fisher,3,10000,23,4
1833,Ryan,Reynolds,1,20000,25,1
1834,Tex,Luthor,1,40000,24,2
1835,Luna,Lovegood,1,12000,25,3
1836,Peter,Pettigrew,2,13000,26,4
1837,Sam,Fisher,1,12000,25,1
1838,Ryan,Reynolds,2,13000,26,2
1839,Tex,Luthor,3,10000,23,3
1840,Luna,Lovegood,1,20000,25,4
1841,Peter,Pettigrew,1,40000,24,1
1842,Sam,Fisher,1,12000,25,2
1843,Ryan,Reynolds,2,13000,26,3
1844,Tex,Luthor,3,10000,23,4
1845,Luna,Lovegood,1,20000,25,1
1846,Peter,Pettigrew,1,40000,24,2
1847,Sam,Fisher,1,12000,25,3
1848,Ryan,Reynolds,2,13000,26,4
1849,Tex,Luthor,1,12000,25,1
1850,Luna,Lovegood,2,13000,26,2
1851,Peter,Pettigrew,3,10000,23,3
1852,Sam,Fisher,1,20000,25,4
1853,Ryan,Reynolds,1,40000,24,1
1854,Tex,Luthor,1,12000,25,2
1855,Luna,Lovegood,2,13000,26,3
1856,Peter,Pettigrew,3,10000,23,4
1857,Sam,Fisher,1,20000,25,1
1858,Ryan,Reynolds,1,40000,24,2
1859,Tex,Luthor,1,12000,25,3
1860,Luna,Lovegood,2,13000,26,4
1861,Peter,Pettigrew,1,12000,25,1
1862,Sam,Fisher,2,13000,26,2
1863,Ryan,Reynolds,3,10000,23,3
1864,Tex,Luthor,1,20000,25,4
1865,Luna,Lovegood,1,40000,24,1
1866,Peter,Pettigrew,1,12000,25,2
1867,Sam,Fisher,2,13000,26,3
1868,Ryan,Reynolds,3,10000,23,4
1869,Tex,Luthor,1,20000,25,1
1870,Luna,Lovegood,1,40000,24,2
1871,Peter,Pettigrew,1,12000,25,3
1872,Sam,Fisher,2,13000,26,4
1873,Ryan,Reynolds,1,12000,25,1
1874,Tex,Luthor,2,13000,26,2
1875,Luna,Lovegood,3,10000,23,3
1876,Peter,Pettigrew,1,20000,25,4
1877,Sam,Fisher,1,40000,24,1
1878,Ryan,Reynolds,1,12000,25,2
1879,Tex,Luthor,2,13000,26,3
1880,Luna,Lovegood,3,10000,23,4
1881,Peter,Pettigrew,1,20000,25,1
1882,Sam,Fisher,1,40000,24,2
1883,Ryan,Reynolds,1,12000,25,3
1884,Tex,Luthor,2,13000,26,4
1885,Luna,Lovegood,1,12000,25,1
1886,Peter,Pettigrew,2,13000,26,2
1887,Sam,Fisher,3,10000,23,3
1888,Ryan,Reynolds,1,20000,25,4
1889,Tex,Luthor,1,40000,24,1
1890,Luna,Lovegood,1,12000,25,2
1891,Peter,Pettigrew,2,13000,26,3
1892,Sam,Fisher,3,10000,23,4
1893,Ryan,Reynolds,1,20000,25,1
1894,Tex,Luthor,1,40000,24,2
1895,Luna,Lovegood,1,12000,25,3
1896,Peter,Pettigrew,2,13000,26,4
1897,Sam,Fisher,1,12000,25,1
1898,Ryan,Reynolds,2,13000,26,2
1899,Tex,Luthor,3,10000,23,3
1900,Luna,Lovegood,1,20000,25,4
1901,Peter,Pettigrew,1,40000,24,1
1902,Sam,Fisher,1,12000,25,2
1903,Ryan,Reynolds,2,13000,26,3
1904,Tex,Luthor,3,10000,23,4
1905,Luna,Lovegood,1,20000,25,1
1906,Peter,Pettigrew,1,40000,24,2
1907,Sam,Fisher,1,12000,25,3
1908,Ryan,Reynolds,2,13000,26,4
1909,Tex,Luthor,1,12000,25,1
1910,Luna,Lovegood,2,13000,26,2
1911,Peter,Pettigrew,3,10000,23,3
1912,Sam,Fisher,1,20000,25,4
1913,Ryan,Reynolds,1,40000,24,1
1914,Tex,Luthor,1,12000,25,2
1915,Luna,Lovegood,2,13000,26,3
1916,Peter,Pettigrew,3,10000,23,4
1917,Sam,Fisher,1,20000,25,1
1918,Ryan,Reynolds,1,40000,24,2
1919,Tex,Luthor,1,12000,25,3
1920,Luna,Lovegood,2,13000,26,4
1921,Peter,Pettigrew,1,12000,25,1
1922,Sam,Fisher,2,13000,26,2
1923,Ryan,Reynolds,3,10000,23,3
1924,Tex,Luthor,1,20000,25,4
1925,Luna,Lovegood,1,40000,24,1
1926,Peter,Pettigrew,1,12000,25,2
1927,Sam,Fisher,2,13000,26,3
1928,Ryan,Reynolds,3,10000,23,4
1929,Tex,Luthor,1,20000,25,1
1930,Luna,Lovegood,1,40000,24,2
1931,Peter,Pettigrew,1,12000,25,3
1932,Sam,Fisher,2,13000,26,4
1933,Ryan,Reynolds,1,12000,25,1
1934,Tex,Luthor,2,13000,26,2
1935,Luna,Lovegood,3,10000,23,3
1936,Peter,Pettigrew,1,20000,25,4
1937,Sam,Fisher,1,40000,24,1
1938,Ryan,Reynolds,1,12000,25,2
1939,Tex,Luthor,2,13000,26,3
1940,Luna,Lovegood,3,10000,23,4
1941,Peter,Pettigrew,1,20000,25,1
1942,Sam,Fisher,1,40000,24,2
1943,Ryan,Reynolds,1,12000,25,3
1944,Tex,Luthor,2,13000,26,4
1945,Luna,Lovegood,1,12000,25,1
1946,Peter,Pettigrew,2,13000,26,2
1947,Sam,Fisher,3,10000,23,3
1948,Ryan,Reynolds,1,20000,25,4
1949,Tex,Luthor,1,40000,24,1
